[ 0.02623958 -0.02086762  0.04271628],[-0.04014273  0.02021224  0.06794235],[0.00176047 0.01179584 0.04375072],[0.05110623 0.04142287 0.11102815],[ 0.07972655 -0.04683827  0.08576709],[-0.03076036 -0.00702748  0.10151656],[-0.04813376  0.05226838  0.09626085],[0.03756197 0.09137468 0.16578858],[-0.04581325  0.15870329  0.21504615],[-0.01472063  0.17301178  0.28279353],[0.04450787 0.18755524 0.33351744],[0.11778465 0.15985209 0.32751812],[0.07094043 0.09519717 0.24030301],[6.0829689e-13 8.4785044e-13 5.6688400e-13],[0.01842759 0.06456579 0.2202866 ],[-0.06759688  0.08744149  0.17428245],[-0.06242149  0.02653754  0.21047207],[-0.04245138  0.02838409  0.30754959],[-0.12891207  0.09168687  0.30015847],[-0.16965205  0.12163062  0.21701931]
[-0.73114388  0.88579062 -0.38100838],[-1.  1. -1.],[-0.74195953  0.82059279 -0.4388807 ],[-1.  1. -1.],[-0.80859808  0.80767142 -0.45000089],[-1.  1. -1.],[-0.9999974   0.99999917 -1.        ],[-0.9995232  0.9997592 -0.9999987],[-0.998894    0.99940133 -0.9999945 ],[-0.9987787   0.9993336  -0.99999356],[-0.99853516  0.9991886  -0.999991  ],[-0.9985498   0.99919736 -0.99999124],[-0.99807316  0.99890846 -0.99998593],[-0.99840254  0.9991088  -0.99998975],[-0.99877995  0.99933445 -0.99999356],[-0.9976725  0.9986608 -0.9999806],[-0.9978791   0.9987889  -0.99998355],[-0.9982493   0.99901587 -0.999988  ],[-0.9982343   0.99900675 -0.9999879 ],[-0.9978744   0.9987859  -0.99998355]
[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-0.79469298  0.69922218 -0.46763643],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-0.82814442  0.73241265 -0.46838988]
[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-0.85323502  0.65660733 -0.41254754],[-1.  1. -1.]
[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-0.80071409  0.59127548 -0.3928281 ],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-0.79512639  0.49895831 -0.40016277],[-1.  1. -1.],[-1.  1. -1.]
[-1.  1. -1.],[-0.80911757  0.56541163 -0.42944048],[-1.  1. -1.],[-1.  1. -1.],[-0.9980672   0.99888736 -0.99998325],[-0.9980674   0.99888736 -0.99998325],[-0.9980675   0.9988874  -0.99998313],[-0.9980674   0.99888736 -0.99998325],[-0.9980674   0.99888736 -0.99998325],[-0.9980674   0.99888724 -0.9999834 ],[-0.9980673   0.99888736 -0.9999834 ],[-0.81143817  0.51232873 -0.43257228],[-0.9980673   0.99888736 -0.99998325],[-0.9980674   0.99888736 -0.99998325],[-0.9980673   0.99888736 -0.9999834 ],[-0.9980673   0.99888724 -0.99998325],[-0.76712753  0.47765793 -0.4321523 ],[-0.9980673   0.99888736 -0.99998325],[-0.83647057  0.42860701 -0.46040253],[-0.72463333  0.4349531  -0.42542707]
[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-0.73737282  0.44816531 -0.43833068],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-0.7708181   0.42445696 -0.43342632],[-1.  1. -1.],[-1.  1. -1.],[-0.74915071  0.44241009 -0.48854569],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.]
[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-0.77568622  0.45796603 -0.45041316],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-0.79159853  0.43782541 -0.50008853],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.]
[-0.82108023  0.44194982 -0.43086933],[-1.  1. -1.],[-0.9982751   0.99901277 -0.9999848 ],[-0.77482332  0.42856023 -0.47311619],[-0.99827504  0.99901277 -0.9999847 ],[-0.99827504  0.99901277 -0.99998456],[-0.75482193  0.47487603 -0.55237347],[-0.99827504  0.9990129  -0.9999847 ],[-0.9982751   0.99901277 -0.9999847 ],[-0.81438559  0.47608743 -0.43833001],[-0.9982749  0.9990129 -0.9999847],[-0.86010239  0.46305963 -0.41616459],[-0.99827504  0.9990129  -0.9999847 ],[-0.9982749  0.9990129 -0.9999847],[-0.99827504  0.99901277 -0.9999847 ],[-0.9982749  0.9990129 -0.9999847],[-0.9982749   0.99901277 -0.9999847 ],[-0.82820627  0.47468328 -0.42332791],[-0.99827504  0.9990129  -0.9999847 ],[-0.9982749  0.9990129 -0.9999847]
[-1.  1. -1.],[-1.  1. -1.],[-0.71591753  0.55711819 -0.4516524 ],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.]
[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-0.68864175  0.52624784 -0.43826569],[-1.  1. -1.],[-1.  1. -1.],[-0.62908213  0.46769805 -0.41514849],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.]
[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-0.62793106  0.42058398 -0.37311041],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-0.63054801  0.3286435  -0.36668422],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.]
[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-0.63700085  0.33317296 -0.46517132],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.]
[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-0.62444416  0.32871056 -0.45462078],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.]
[-1.  1. -1.],[-0.70236183  0.2768977  -0.45278938],[-1.  1. -1.],[-1.  1. -1.],[-0.9995441   0.9997678  -0.99999803],[-0.9985478   0.99918747 -0.9999868 ],[-0.9985479   0.99918747 -0.9999867 ],[-0.99854773  0.9991876  -0.9999868 ],[-0.67831946  0.26620335 -0.44715479],[-0.9985478   0.99918747 -0.9999868 ],[-0.99854773  0.9991876  -0.9999868 ],[-0.9985479   0.99918747 -0.9999868 ],[-0.61700282  0.32987313 -0.51778795],[-0.9985478   0.99918747 -0.9999868 ],[-0.99854773  0.9991876  -0.9999868 ],[-0.9985478   0.99918747 -0.9999868 ],[-0.9985479   0.99918747 -0.9999867 ],[-0.58232971  0.26867142 -0.55756446],[-0.9985478   0.99918747 -0.9999868 ],[-0.99854773  0.9991876  -0.9999868 ]
[-1.  1. -1.],[-1.  1. -1.],[-0.62594849  0.31798127 -0.47013735],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.]
[-0.61795938  0.34481005 -0.41300516],[-0.65910136  0.33778769 -0.47793581],[-0.99860746  0.9992286  -0.99998724],[-0.99860746  0.9992285  -0.99998724],[-0.9986075  0.9992286 -0.9999872],[-1.  1. -1.],[-1.  1. -1.],[-0.99860746  0.9992287  -0.99998724],[-0.99860746  0.9992285  -0.99998707],[-0.9986074   0.9992285  -0.99998724],[-0.58490732  0.28741427 -0.40353766],[-0.99860746  0.9992286  -0.99998724],[-0.52057574  0.35470957 -0.42656472],[-0.99860746  0.9992286  -0.99998724],[-0.99860746  0.9992285  -0.99998724],[-0.9986074   0.9992286  -0.99998724],[-0.99860746  0.9992285  -0.99998707],[-0.52889461  0.35899079 -0.41967242],[-0.99860746  0.9992286  -0.99998724],[-0.9986075   0.9992286  -0.99998724]
[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-0.49911763  0.35958506 -0.44489723],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.]
[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-0.46345587  0.24438595 -0.47884995],[-1.  1. -1.],[-1.  1. -1.],[-0.47903056  0.2533178  -0.49019996],[-1.  1. -1.],[-0.50850414  0.22949677 -0.49577604],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.]
[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.]
[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-0.55123541  0.24706754 -0.47256067],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.]
[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-0.61103053  0.24339335 -0.41954677],[-1.  1. -1.],[-0.649851    0.20739922 -0.44125531],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-0.73713825  0.30176381 -0.45641511],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.]
[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-0.74624288  0.35326081 -0.47591542],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-0.77630058  0.35947716 -0.40511111],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.]
[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-0.75390205  0.33350589 -0.43245562],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-0.73562575  0.45646415 -0.43202662],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.]
[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-0.70548494  0.4824684  -0.37465209],[-1.  1. -1.],[-0.78371603  0.41478603 -0.30367959],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-0.9999989  0.9999998 -1.       ]
[-1.  1. -1.],[-0.76854051  0.37339694 -0.23257659],[-1.  1. -1.],[-0.71303724  0.35363357 -0.35479769],[-0.99876773  0.9993599  -0.99998873],[-0.9987679  0.9993598 -0.9999885],[-0.9987679   0.99936    -0.99998873],[-0.9987677  0.9993598 -0.9999886],[-0.9987678   0.9993599  -0.99998873],[-0.9987678   0.9993598  -0.99998873],[-0.9987677   0.9993598  -0.99998873],[-0.9987679  0.9993598 -0.9999885],[-0.9987678   0.9993599  -0.99998873],[-0.99876785  0.9993598  -0.99998873],[-0.99876773  0.9993599  -0.99998873],[-0.9987678   0.9993599  -0.99998873],[-0.9987677   0.9993598  -0.99998873],[-0.99876785  0.9993598  -0.99998873],[-0.9987677   0.9993598  -0.99998873],[-0.9987677  0.9993598 -0.9999886]
[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-0.70968715  0.43245388 -0.33125039],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.]
[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-0.70648496  0.5431586  -0.22465643],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-0.9999428   0.99997795 -1.        ],[-0.99899113  0.9994951  -0.99999195],[-0.99899536  0.9994972  -0.999992  ],[-0.99877524  0.9993759  -0.999989  ],[-0.9987753   0.99937606 -0.99998885],[-0.9987756  0.9993762 -0.9999888],[-0.9987752   0.9993759  -0.99998885],[-0.99877524  0.999376   -0.99998885],[-0.99877524  0.999376   -0.99998885],[-0.99877524  0.999376   -0.9999887 ]
[-1.  1. -1.],[-1.  1. -1.],[-0.66812177  0.51979675 -0.1880644 ],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-0.9998713  0.9999474 -0.9999997],[-0.9999814  0.9999936 -1.       ],[-0.9997909   0.99991053 -0.9999994 ],[-0.9998548   0.99994004 -0.99999964]
[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-0.61766265  0.51698283 -0.27300112],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-0.63632304  0.47250642 -0.31961559],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-0.62890264  0.49597775 -0.37182702],[-1.  1. -1.],[-1.  1. -1.]
[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-0.60314019  0.49612873 -0.45416177],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.]
[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.]
[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-0.59493901  0.46139909 -0.38391706],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.]
[-1.  1. -1.],[-1.  1. -1.],[-0.55097091  0.45880686 -0.37505648],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-0.99876535  0.9994154  -0.99998915],[-0.9987654   0.9994154  -0.99998915],[-0.99876547  0.99941534 -0.99998915],[-0.99876535  0.9994154  -0.99998915],[-0.99876547  0.9994154  -0.9999891 ],[-0.9987653  0.9994154 -0.9999893],[-0.99876547  0.9994154  -0.9999893 ],[-0.9987654  0.9994154 -0.9999893],[-0.9987654   0.9994155  -0.99998915],[-0.99876535  0.9994154  -0.9999893 ],[-0.99876535  0.9994154  -0.99998915],[-0.99876535  0.9994154  -0.99998915],[-0.99876535  0.9994154  -0.99998933],[-0.99876535  0.9994154  -0.99998915]
[-1.  1. -1.],[-1.  1. -1.],[-0.5713341   0.42978873 -0.40251311],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-0.998759   0.9994205 -0.9999893],[-0.9987588   0.99942046 -0.99998915],[-0.99875885  0.9994206  -0.99998915],[-0.9987587  0.9994204 -0.9999893],[-0.99875885  0.9994204  -0.9999893 ],[-0.9987588   0.9994204  -0.99998915],[-0.9987586   0.99942046 -0.99998915],[-0.99875873  0.99942046 -0.9999893 ],[-0.52557055  0.51585552 -0.36213288],[-0.99875873  0.9994204  -0.99998915],[-0.50741937  0.45867408 -0.3836687 ],[-0.99875873  0.9994204  -0.99998915],[-0.9987589  0.9994204 -0.9999893]
[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.]
[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-0.49369618  0.54359136 -0.42327089],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.]
[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.]
[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.]
[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.]
[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.]
[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-0.47986592  0.61022981 -0.44507916],[-1.  1. -1.],[-0.40666703  0.53864304 -0.49043072],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-0.38871545  0.54087176 -0.45966792],[-1.  1. -1.]
[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-0.27067479  0.53064312 -0.46553765],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.]
[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.]
[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.]
[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.]
[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-0.28881199  0.56411089 -0.50361162],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.]
[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-0.37570825  0.558073   -0.49918288],[-1.  1. -1.],[-0.36607564  0.5510432  -0.50005219]
[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.]
[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-0.37559774  0.60134428 -0.56419624],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.]
[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.]
[-1.  1. -1.],[-1.  1. -1.],[-0.35250649  0.58441457 -0.46435229],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-1.  1. -1.],[-0.99999136  0.9999985  -1.        ],[-0.9991106   0.9997128  -0.99999535],[-0.99855554  0.9994994  -0.9999898 ],[-0.9986868   0.99955106 -0.9999912 ],[-0.9985555   0.9994994  -0.99998957],[-0.36139575  0.6198959  -0.40202152],[-0.9985555   0.99949926 -0.9999895 ],[-0.99855536  0.9994992  -0.9999897 ],[-0.99855554  0.9994994  -0.99998957],[-0.9985555   0.99949926 -0.9999897 ]
